region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
AREA000295,land,#262309,158,,,,,,,,,,4973,1288,4992,1304,4983,1296,4983,1296
AREA000296,ocean,#314d9f,52,,,,,,,,,,4608,1300,4627,1309,4619,1304,4619,1304
AREA000297,land,#ae02e4,14320,,,,,,,,,,3161,1303,3342,1455,3250,1384,3250,1384
AREA000298,land,#bf670d,132,,,,,,,,,,4691,1303,4729,1312,4707,1308,4707,1308
AREA000299,ocean,#0942b1,161,,,,,,,,,,4774,1304,4807,1319,4787,1311,4787,1311
AREA000300,land,#3464e4,85,,,,,,,,,,4641,1305,4663,1315,4652,1310,4652,1310
AREA000301,ocean,#0c4f71,163,,,,,,,,,,4750,1315,4774,1335,4762,1325,4762,1325
AREA000302,ocean,#0a2e98,51,,,,,,,,,,5316,1318,5333,1328,5323,1324,5323,1324
AREA000303,ocean,#22298a,129,,,,,,,,,,4679,1320,4707,1334,4694,1326,4694,1326
AREA000304,lake,#1f0f9f,357,,,,,,,,,,3347,1322,3367,1396,3356,1359,3356,1359
AREA000305,land,#c45f89,1484,,,,,,,,,,3329,1323,3377,1436,3352,1386,3352,1386
AREA000306,land,#0fb074,21510,,,,,,,,,,1726,1326,1914,1531,1802,1435,1802,1435
AREA000307,land,#bb0e0d,15017,,,,,,,,,,3290,1338,3455,1593,3373,1444,3373,1444
AREA000308,land,#f81dbe,164350,,,,,,,,,,4592,1342,5221,1781,4920,1574,4920,1574
AREA000309,land,#95cba1,11656,,,,,,,,,,3494,1363,3606,1573,3546,1478,3546,1478
AREA000310,land,#4c70d3,7662,,,,,,,,,,3212,1418,3332,1523,3283,1471,3283,1471
AREA000311,land,#f7d4ed,16621,,,,,,,,,,3000,1439,3208,1626,3084,1520,3084,1520
AREA000312,ocean,#0c44af,148,,,,,,,,,,5592,1445,5612,1459,5602,1452,5602,1452
AREA000313,land,#51ec80,11943,,,,,,,,,,1639,1449,1765,1953,1704,1686,1704,1686
AREA000314,land,#f2f96c,11745,,,,,,,,,,3129,1451,3271,1593,3188,1520,3188,1520
AREA000315,land,#5ee298,8026,,,,,,,,,,1835,1475,1965,1604,1901,1536,1901,1536
AREA000316,ocean,#1b4e85,177,,,,,,,,,,5387,1491,5430,1523,5406,1506,5406,1506
AREA000317,land,#468a1e,64923,,,,,,,,,,1665,1515,1975,1991,1795,1722,1795,1722
AREA000318,land,#70cb49,26300,,,,,,,,,,3074,1520,3330,1717,3208,1627,3208,1627
AREA000319,land,#46b553,288,,,,,,,,,,3298,1577,3318,1601,3308,1589,3308,1589
AREA000320,land,#d320e3,546,,,,,,,,,,3240,1622,3276,1653,3258,1636,3258,1636
AREA000321,land,#9e2386,3824,,,,,,,,,,1900,1645,1983,1720,1938,1687,1938,1687
AREA000322,ocean,#294372,110,,,,,,,,,,2000,1648,2023,1672,2012,1660,2012,1660
AREA000323,ocean,#0f458e,128,,,,,,,,,,5527,1720,5548,1742,5539,1729,5539,1729
AREA000324,land,#8198b9,2090,,,,,,,,,,5537,1749,5610,1824,5571,1785,5571,1785
AREA000325,land,#aa5174,3533,,,,,,,,,,5426,1809,5544,1903,5486,1862,5486,1862
AREA000326,land,#242cfe,1385,,,,,,,,,,5081,1810,5138,1856,5111,1830,5111,1830
AREA000327,ocean,#2c1e89,106,,,,,,,,,,1652,1827,1666,1852,1658,1841,1658,1841
AREA000328,ocean,#1d0e8e,50,,,,,,,,,,1806,1833,1819,1844,1815,1838,1815,1838
AREA000329,land,#d6dcb5,268,,,,,,,,,,1646,1952,1684,1993,1670,1971,1670,1971
AREA000330,land,#bc5882,446,,,,,,,,,,1669,1981,1728,2024,1701,1996,1701,1996
AREA000331,land,#8d4719,455,,,,,,,,,,1712,1995,1743,2037,1731,2012,1731,2012
AREA000332,land,#e21296,61,,,,,,,,,,1705,1999,1716,2025,1709,2007,1709,2007
AREA000333,land,#76c106,480,,,,,,,,,,1741,2008,1794,2037,1758,2024,1758,2024
